hgnc_symbol	hgnc_id
NUDT14	HGNC:20141
PRPSAP1	HGNC:9466
NDUFA3P6	HGNC:45055
PYCARD	HGNC:16608
HIKESHIP3	HGNC:54904
PPP2CB	HGNC:9300
PYCARD-AS1	HGNC:45036
TRIM72	HGNC:32671
CACYBPP2	HGNC:45123
ENAM	HGNC:3344
RBM43	HGNC:24790
PARP16	HGNC:26040
TBC1D22A-DT	HGNC:55388
TFIP11-DT	HGNC:55374
NUP50-DT	HGNC:50502
RN7SKP92	HGNC:45816
BNIP3P1	HGNC:19922
RPL26P3	HGNC:19776
LINC02327	HGNC:53247
PITPNB	HGNC:9002
RNA5SP345	HGNC:43245
RPL32P25	HGNC:35721
TCP11L2	HGNC:28627
DLX6	HGNC:2919
TEX15	HGNC:11738
EFEMP2	HGNC:3219
UTP3	HGNC:24477
VPS39	HGNC:20593
PIGM	HGNC:18858
SP100	HGNC:11206
RNU6-520P	HGNC:47483
RNU6-784P	HGNC:47747
FAM20B	HGNC:23017
RUFY3	HGNC:30285
TM9SF4	HGNC:30797
GNGT1	HGNC:4411
MALINC1	HGNC:49009
LINC02326	HGNC:53246
TMEM71	HGNC:26572
LINC01720	HGNC:52507
XCL2	HGNC:10646
RNU6-24P	HGNC:34268
RNU6-864P	HGNC:47827
RPSAP16	HGNC:35478
SPHK1	HGNC:11240
STK31	HGNC:11407
QSOX1	HGNC:9756
PURA	HGNC:9701
IGIP	HGNC:33847
CYSTM1	HGNC:30239
RNU11-5P	HGNC:46945
RNU6-1234P	HGNC:48197
FUT11	HGNC:19233
HSPA2-AS1	HGNC:55433
PPP1R36	HGNC:20097
CHCHD1	HGNC:23518
CRYM-AS1	HGNC:34405
ZSWIM8	HGNC:23528
DBX2	HGNC:33186
PFDN1	HGNC:8866
DRAM1	HGNC:25645
SNX29P1	HGNC:31913
KIF3B	HGNC:6320
NAGPA	HGNC:17378
NUP50P1	HGNC:20025
PLEKHG3	HGNC:20364
ATP6V1G2-DDX39B	HGNC:41999
LINC02451	HGNC:53383
ASXL1	HGNC:18318
HBEGF	HGNC:3059
SRRM4	HGNC:29389
RTP1	HGNC:28580
LRRC8D-DT	HGNC:55186
RPL7AP25	HGNC:36714
UBE2O	HGNC:29554
LINC01014	HGNC:41353
SRP19	HGNC:11300
ACTG1P23	HGNC:51503
NKAIN3	HGNC:26829
POU2F1	HGNC:9212
TTC28-AS1	HGNC:29336
SLC33A1	HGNC:95
TSPAN8	HGNC:11855
DENND3	HGNC:29134
DET1	HGNC:25477
RPL7P49	HGNC:36912
SPTB	HGNC:11274
FIBP	HGNC:3705
LINC02049	HGNC:52889
CYGB	HGNC:16505
RASA2-IT1	HGNC:41376
RPL32P8	HGNC:36414
LINC01995	HGNC:52828
SNRPN	HGNC:11164
LINC01994	HGNC:52827
VN1R96P	HGNC:37416
OR7D1P	HGNC:8377
PRCD	HGNC:32528
OR7E18P	HGNC:8389
RPL35AP10	HGNC:35905
OR7E19P	HGNC:8390
HMGN2P13	HGNC:33557
TRMT112P5	HGNC:44024
MIR3199-1	HGNC:38294
OR7H1P	HGNC:8468
MIR3199-2	HGNC:38205
NIP7P2	HGNC:45181
ZNF699	HGNC:24750
RN7SL757P	HGNC:46773
MCCC1-AS1	HGNC:40366
MN1	HGNC:7180
ANKUB1	HGNC:29642
EEF2KMT	HGNC:32221
ZNF177	HGNC:12966
LRP1	HGNC:6692
RNU6-891P	HGNC:47854
FAM86KP	HGNC:44098
ZNF560	HGNC:26484
WWTR1-IT1	HGNC:41469
ALG1L14P	HGNC:44383
NAP1L1P3	HGNC:38007
REEP5	HGNC:30077
USP17L10	HGNC:44438
TM4SF4	HGNC:11856
USP17L11	HGNC:44439
USP17L12	HGNC:44440
USP17L13	HGNC:44441
USP17L17	HGNC:44445
USP17L18	HGNC:44446
USP17L23	HGNC:44451
USP17L5	HGNC:37177
ZSCAN5DP	HGNC:37706
USP17L27	HGNC:44455
SNORD1C	HGNC:32677
USP17L28	HGNC:44456
SNORD1B	HGNC:32676
USP17L29	HGNC:44457
SNORD1A	HGNC:32556
USP17L30	HGNC:44458
EDDM13	HGNC:53168
PPIAP73	HGNC:53697
GHSR	HGNC:4267
ST6GALNAC2	HGNC:10867
DEFB108F	HGNC:38062
RNA5SP153	HGNC:43053
DEFB130D	HGNC:38059
SNRPCP3	HGNC:49818
ZSCAN5A-AS1	HGNC:55294
USP17L20	HGNC:44448
USP17L21	HGNC:44449
RPS27P12	HGNC:35843
USP17L22	HGNC:44450
PA2G4P4	HGNC:32217
USP17L24	HGNC:44453
NDUFB4P1	HGNC:45248
USP17L25	HGNC:44452
USP17L26	HGNC:44454
GPR149	HGNC:23627
USP17L14P	HGNC:44442
USP17L16P	HGNC:44444
VN2R17P	HGNC:33223
USP17L19	HGNC:44447
USP17L9P	HGNC:12615
USP17L6P	HGNC:37179
LINC02173	HGNC:53035
GIMD1	HGNC:44141
ZNF542P	HGNC:25393
DANCR	HGNC:28964
ZSWIM8-AS1	HGNC:45103
MIR7855	HGNC:50244
XBP1P1	HGNC:12802
ZRSR2P1	HGNC:12456
LINC01206	HGNC:49637
NDST2	HGNC:7681
MBLAC2	HGNC:33711
NUDT6	HGNC:8053
ST6GALNAC1	HGNC:23614
ENPP7P14	HGNC:51387
POMT2	HGNC:19743
LINC02164	HGNC:53025
IQANK1	HGNC:49576
POLR3G	HGNC:30075
RPS3AP48	HGNC:36792
SNRPCP20	HGNC:49835
NPM1P3	HGNC:7923
LINC01570	HGNC:51382
SAMD12	HGNC:31750
MIR8065	HGNC:49959
CAMK2G-AS1	HGNC:56057
NOL4L	HGNC:16106
FGF2	HGNC:3676
RNU7-99P	HGNC:45633
C10orf71	HGNC:26973
RNU6-457P	HGNC:47420
RNU6-328P	HGNC:47291
POT1	HGNC:17284
RPL35AP23	HGNC:36045
TIMM23	HGNC:17312
MT4	HGNC:18705
CCDC85B	HGNC:24926
RNU6-1196P	HGNC:48159
MIR548AW	HGNC:43454
ANXA2P1	HGNC:538
RNU7-21P	HGNC:34117
RN7SL419P	HGNC:46435
MT2A	HGNC:7406
EEF1A1P5	HGNC:3200
FOSL1	HGNC:13718
GNRHR	HGNC:4421
GFI1B	HGNC:4238
SLC39A14	HGNC:20858
IL2	HGNC:6001
SNORA74C-1	HGNC:52217
MSMB	HGNC:7372
MT1E	HGNC:7397
RPL23AP61	HGNC:36016
SLC25A36P1	HGNC:48935
LYSMD3	HGNC:26969
ZNF582-DT	HGNC:25213
AGAP7P	HGNC:23465
MROH8	HGNC:16125
SULF2	HGNC:20392
ZNF583	HGNC:26427
C11orf68	HGNC:28801
MT1M	HGNC:14296
LINC00200	HGNC:30974
RAP1GDS1	HGNC:9859
RNU6-227P	HGNC:47190
LINC01202	HGNC:49633
RNY4P36	HGNC:50884
DRAP1	HGNC:3019
SRSF2	HGNC:10783
MT1JP	HGNC:7402
VPS26A	HGNC:12711
GABRG2	HGNC:4087
MT1A	HGNC:7393
COL5A3	HGNC:14864
MT1CP	HGNC:7395
DDX11L5	HGNC:37106
MIR1302-9HG	HGNC:55045
MT1B	HGNC:7394
MIR1302-9	HGNC:38218
FAM138C	HGNC:32333
RPL10P12	HGNC:52345
MT1F	HGNC:7398
CFAP251	HGNC:28506
MIR636	HGNC:32892
RNU6-97P	HGNC:47060
HELZ2	HGNC:30021
LINC01388	HGNC:50660
FOXD4	HGNC:3805
RHBDF2	HGNC:20788
SUPV3L1	HGNC:11471
MT1IP	HGNC:7401
LRSAM1	HGNC:25135
MT1X	HGNC:7405
NPM2	HGNC:7930
MIR6832	HGNC:50140
DPPA2P4	HGNC:44629
SART1	HGNC:10538
CRYM	HGNC:2418
CNN2P10	HGNC:39535
ZRANB3	HGNC:25249
KIFAP3	HGNC:17060
UHRF1BP1L-DT	HGNC:55473
NCKAP1L	HGNC:4862
HKDC1	HGNC:23302
RDH8	HGNC:14423
HYPK	HGNC:18418
MIR5589	HGNC:43514
SHFL	HGNC:25649
RPS15AP28	HGNC:36381
RNF111	HGNC:17384
ATP5MC1P7	HGNC:39510
TSPAN15	HGNC:23298
RNU6-1005P	HGNC:47968
RNU6-196P	HGNC:47159
SMG1P4	HGNC:49861
FGF17	HGNC:3673
YWHAB	HGNC:12849
ATP5MGP5	HGNC:38167
TIPARP	HGNC:23696
ABCA3P1	HGNC:55707
EIF1AD	HGNC:28147
FHIP2B	HGNC:16492
UQCRC2	HGNC:12586
SNHG20	HGNC:33099
PPAN-P2RY11	HGNC:33526
SETP7	HGNC:42926
PABPC1L	HGNC:15797
NENFP2	HGNC:50299
LINC01941	HGNC:52764
ATP2B1-AS1	HGNC:27883
MTND6P8	HGNC:39471
SPHKAP	HGNC:30619
TMEM256P1	HGNC:45087
NEUROG3	HGNC:13806
RPL4P4	HGNC:36179
RPL21P42	HGNC:37017
MTATP6P23	HGNC:52179
PAQR9-AS1	HGNC:50861
MTCO2P23	HGNC:52152
MTCO1P23	HGNC:52088
MTND2P15	HGNC:42116
MTND1P20	HGNC:42069
FAM241B	HGNC:23519
PPAN	HGNC:9227
LAMC1-AS1	HGNC:52645
TNR-IT1	HGNC:41391
MTCO1P14	HGNC:52016
OR7E53P	HGNC:8428
SLC7A14	HGNC:29326
SEC14L1	HGNC:10698
TBX15	HGNC:11594
LINC02651	HGNC:54136
RNU6-666P	HGNC:47629
RNU6-452P	HGNC:47415
LINC02673	HGNC:54167
RPL21P38	HGNC:36349
NUDT18	HGNC:26194
OR7E90P	HGNC:14733
ZIK1P1	HGNC:38031
ASB1	HGNC:16011
LINC00880	HGNC:27948
ACBD5	HGNC:23338
HSPA8P20	HGNC:44936
TEX13D	HGNC:52278
SNORD105	HGNC:32769
LINC02877	HGNC:37259
NPM1P34	HGNC:45213
LRRC49	HGNC:25965
SNORD105B	HGNC:33572
HR	HGNC:5172
P2RY11	HGNC:8540
GPC3	HGNC:4451
COX18	HGNC:26801
EI24P1	HGNC:44586
RPL34P1	HGNC:10341
PPIAP75	HGNC:53699
BANF1	HGNC:17397
ATP13A4-AS1	HGNC:41095
EIF3G	HGNC:3274
ADIPOQ-AS1	HGNC:40648
CD48	HGNC:1683
YEATS2-AS1	HGNC:41101
SETP14	HGNC:42933
OPA1-AS1	HGNC:40421
SST	HGNC:11329
ERHP1	HGNC:41916
MREG	HGNC:25478
MTPN	HGNC:15667
MRPS10P1	HGNC:29728
GRAMD1C	HGNC:25252
RXRG	HGNC:10479
TOMM34	HGNC:15746
LINC02419	HGNC:53349
ARL9	HGNC:23592
LINC02372	HGNC:53294
CST6	HGNC:2478
SSMEM1	HGNC:29580
HMGB1P3	HGNC:4995
UTP20	HGNC:17897
CATSPER1	HGNC:17116
IQCA1-AS1	HGNC:41137
TMEM17	HGNC:26623
BMT2	HGNC:26475
OR4N5	HGNC:15358
KCNS1	HGNC:6300
AKT1	HGNC:391
MTCYBP8	HGNC:51965
MFSD8	HGNC:28486
TPRKBP2	HGNC:44944
RNY1P10	HGNC:50873
GAPDHP35	HGNC:37789
SBK1	HGNC:17699
PPP1R2P6	HGNC:16321
WFDC12	HGNC:16115
GAL3ST3	HGNC:24144
PI3	HGNC:8947
MTND5P29	HGNC:42291
COL26A1	HGNC:18038
SNF8P1	HGNC:54702
MIR6862-1	HGNC:50052
PDK1-AS1	HGNC:40441
CDC37P2	HGNC:35453
SEMG1	HGNC:10742
SF3B2	HGNC:10769
RPL3P5	HGNC:36934
CERS6-AS1	HGNC:44485
SEMG2	HGNC:10743
STK4-DT	HGNC:43811
LINC01657	HGNC:52445
STK4	HGNC:11408
TPR	HGNC:12017
IL27	HGNC:19157
REEP4	HGNC:26176
SGF29	HGNC:25156
LGR5	HGNC:4504
SPATS2L	HGNC:24574
AVPR2	HGNC:897
S1PR2	HGNC:3169
RPS4XP6	HGNC:36057
RBISP2	HGNC:51357
MIR4322	HGNC:38261
OFD1P17	HGNC:1332
RN7SL37P	HGNC:46053
RNU7-75P	HGNC:34171
KRT8P33	HGNC:39867
MRPL4	HGNC:14276
HMGB3P17	HGNC:39309
PRICKLE2-DT	HGNC:52829
ZNF619P1	HGNC:50784
CLSTN2	HGNC:17448
CEP120	HGNC:26690
ZNF212	HGNC:13004
PRRG3	HGNC:30798
CDC37P1	HGNC:34406
MIR6862-2	HGNC:50192
CNGA2	HGNC:2149
LINC01022	HGNC:48998
RPL10P11	HGNC:36565
LINC02577	HGNC:53749
MIR4646	HGNC:41543
TUFM	HGNC:12420
SHOX	HGNC:10853
NMNAT1P3	HGNC:49165
EIF4EP3	HGNC:51461
CCZ1P1	HGNC:55746
LY6G6F-LY6G6D	HGNC:38821
CHCHD2	HGNC:21645
KLHL24	HGNC:25947
SYP	HGNC:11506
SKP1P1	HGNC:33696
FSCN3	HGNC:3961
DEFB116	HGNC:18097
RPL31P3	HGNC:16549
MIR4721	HGNC:41609
HAUS6P2	HGNC:43765
RNA5SP480	HGNC:43380
DEFB117	HGNC:18098
RABEP2	HGNC:24817
PAICSP6	HGNC:38099
DEFB118	HGNC:16196
TMEM209	HGNC:21898
RPS27AP17	HGNC:36877
DEFB119	HGNC:18099
STS	HGNC:11425
LINC01726	HGNC:52514
PAX1	HGNC:8615
RALY-AS1	HGNC:50743
RTP4	HGNC:23992
MIR4767	HGNC:41548
PNPLA4	HGNC:24887
ZNF341	HGNC:15992
LGI3	HGNC:18711
WWTR1-AS1	HGNC:41035
LINC02036	HGNC:52876
KLC2-AS1	HGNC:40934
KLC2-AS2	HGNC:55515
RAB1B	HGNC:18370
CHIC1	HGNC:1934
ICAM1	HGNC:5344
IL17RD	HGNC:17616
CIR1P1	HGNC:44011
MIR3141	HGNC:38326
MIR1303	HGNC:35301
RN7SL803P	HGNC:46819
ATP1A2	HGNC:800
THAP5P1	HGNC:22340
FAXDC2	HGNC:1334
RCC2P3	HGNC:42379
KIF11	HGNC:6388
OR4E2	HGNC:8297
MIR624	HGNC:32880
FAM156B	HGNC:31962
BTBD6	HGNC:19897
CD19	HGNC:1633
CNIH2	HGNC:28744
OR11H4	HGNC:15347
TMEM132D-AS1	HGNC:27466
DPP6	HGNC:3010
ATL1	HGNC:11231
BMP1	HGNC:1067
SCARNA16	HGNC:32573
MIR6516	HGNC:50233
RNU4-47P	HGNC:46983
CYCSP40	HGNC:24414
MIR4316	HGNC:38306
SCYL2	HGNC:19286
ICAM4-AS1	HGNC:55990
ICAM4	HGNC:5347
SMCO4P1	HGNC:49559
LINC01180	HGNC:49558
MEIOC	HGNC:26670
PLIN1	HGNC:9076
ICAM5	HGNC:5348
DCAF8L2	HGNC:31811
YIF1A	HGNC:16688
COCH	HGNC:2180
IL9R	HGNC:6030
CCDC43	HGNC:26472
MIR378H	HGNC:41744
ZGLP1	HGNC:37245
GEMIN5	HGNC:20043
PEX11A	HGNC:8852
ZNF133	HGNC:12917
RPL11P4	HGNC:36137
RN7SL644P	HGNC:46660
LINC02636	HGNC:54119
DBF4B	HGNC:17883
RAVER1	HGNC:30296
MAGEA6	HGNC:6804
LINC02347	HGNC:53269
AIFM2	HGNC:21411
SAR1A	HGNC:10534
RPL36AP43	HGNC:36791
MID1IP1	HGNC:20715
NFATC2IP-AS1	HGNC:56085
MIR4517	HGNC:41878
MAGED4B	HGNC:22880
JMJD7	HGNC:34397
RNU7-171P	HGNC:45705
SPNS1	HGNC:30621
VTI1BP4	HGNC:43730
VCP	HGNC:12666
TMEM151A	HGNC:28497
ICAM3	HGNC:5346
CD248	HGNC:18219
RIN1	HGNC:18749
METTL18	HGNC:28793
LINC01680	HGNC:52467
RN7SL819P	HGNC:46835
DNAJC13	HGNC:30343
RPL6P26	HGNC:36152
JMJD7-PLA2G4B	HGNC:34449
RNU6-661P	HGNC:47624
CKS1BP3	HGNC:24233
RPL35AP14	HGNC:36783
ADAM11	HGNC:189
LRRC70	HGNC:35155
PLA2G1B	HGNC:9030
GABRB2	HGNC:4082
CALM2P2	HGNC:1447
RPS25P9	HGNC:36936
PPA1	HGNC:9226
CHIA	HGNC:17432
BRMS1	HGNC:17262
ZNF808	HGNC:33230
ADGRD1	HGNC:19893
RPL39P34	HGNC:36528
ZNF137P	HGNC:12921
SSX2	HGNC:11336
ZNF611	HGNC:28766
SPTBN5	HGNC:15680
CHGB	HGNC:1930
TYSND1	HGNC:28531
KANK1P1	HGNC:52337
TRMT6	HGNC:20900
RNA5SP309	HGNC:43209
SPTLC1P1	HGNC:39668
STRN3	HGNC:15720
RPS15AP5	HGNC:23743
NSMCE4A	HGNC:25935
GJC1	HGNC:4280
VCX	HGNC:12667
B4GAT1	HGNC:15685
EEF1B2P6	HGNC:51453
PAXIP1-AS2	HGNC:48958
B4GAT1-DT	HGNC:56070
HIGD1B	HGNC:24318
SLC29A2	HGNC:11004
H2BW2	HGNC:27867
TRPC6P3	HGNC:55944
SERTM2	HGNC:48576
RGN	HGNC:9989
DNAJB6	HGNC:14888
ZNF28	HGNC:13073
MCM8	HGNC:16147
CCNI2	HGNC:33869
EFTUD2	HGNC:30858
SPRY4	HGNC:15533
LINC00501	HGNC:43439
PABPN1P2	HGNC:54989
PRICKLE2-AS2	HGNC:40917
ZFP62	HGNC:23241
EEF1A1P23	HGNC:37896
HPS6	HGNC:18817
ALG1L15P	HGNC:44384
LDB1	HGNC:6532
ZNF773	HGNC:30487
HGD	HGNC:4892
MGAT1	HGNC:7044
ZNF549	HGNC:26632
HIGD1AP17	HGNC:43012
RPL21P5	HGNC:23541
RNU6-541P	HGNC:47504
RNU6-1189P	HGNC:48152
RNU12-2P	HGNC:10109
RNA5SP393	HGNC:43293
MIR4310	HGNC:38383
RBM10	HGNC:9896
EIF3J	HGNC:3270
ACTN1	HGNC:163
ZNF416	HGNC:20645
ZIK1	HGNC:33104
NPIPB10P	HGNC:37455
CETN3	HGNC:1868
PPRC1	HGNC:30025
RRN3P2	HGNC:37619
ZNF134	HGNC:12918
PRELID1P7	HGNC:54772
CRYZL2P-SEC16B	HGNC:53757
TPRG1-AS2	HGNC:41062
POGLUT1	HGNC:22954
ZNF211	HGNC:13003
SMG1P6	HGNC:49863
RNU6-850P	HGNC:47813
SLX1B	HGNC:28748
KCNIP1	HGNC:15521
BRD9P1	HGNC:51445
RNU1-84P	HGNC:48426
NPAS4	HGNC:18983
MCM8-AS1	HGNC:51230
RN7SL498P	HGNC:46514
CRLS1	HGNC:16148
IFNG	HGNC:5438
TPRG1LP1	HGNC:52353
ZNF527	HGNC:29385
EXTL2	HGNC:3516
NOLC1	HGNC:15608
PACS1	HGNC:30032
OR7E97P	HGNC:14834
TRIM42	HGNC:19014
SLX1B-SULT1A4	HGNC:48353
RNU6-975P	HGNC:47938
RN7SL827P	HGNC:46843
TARDBPP1	HGNC:16536
LRRN4	HGNC:16208
ZNF569	HGNC:24737
ITPK1P1	HGNC:54951
UBA1	HGNC:12469
LINC02412	HGNC:53341
SNRNP35	HGNC:30852
SNX29P2	HGNC:31914
IL1RAP	HGNC:5995
RNU1-55P	HGNC:48397
ANKRD36BP1	HGNC:28169
ATRN	HGNC:885
MIR3680-2	HGNC:43472
CA5AP1	HGNC:1379
MYOZ2	HGNC:1330
SPN	HGNC:11249
ZNF571-AS1	HGNC:44324
KIRREL1	HGNC:15734
LINC00943	HGNC:48639
SMG1P2	HGNC:49859
ATP6V0A4	HGNC:866
PHYHIP	HGNC:16865
MOB1B	HGNC:29801
SLC7A5P1	HGNC:29458
TAOK2	HGNC:16835
CLINT1	HGNC:23186
CD276	HGNC:19137
ZNF540	HGNC:25331
CCDC103	HGNC:32700
KCNV2	HGNC:19698
ODAPH	HGNC:26300
ELOVL3	HGNC:18047
VLDLR	HGNC:12698
POLR3D	HGNC:1080
PITX3	HGNC:9006
MIR548T	HGNC:38298
HMGB2	HGNC:5000
PRXL2AP1	HGNC:52407
ZNF571	HGNC:25000
AK3P5	HGNC:39064
MTND4LP11	HGNC:42245
LINC00508	HGNC:43559
RPL7AP53	HGNC:36392
LINC02826	HGNC:54357
PFKP-DT	HGNC:55177
DAGLA	HGNC:1165
PITRM1-AS1	HGNC:44675
LSM3P2	HGNC:44347
DDX59	HGNC:25360
ZNF10	HGNC:12879
RNU6-687P	HGNC:47650
KIF18B	HGNC:27102
NEFMP1	HGNC:45030
MIR548F1	HGNC:35305
GAPDHP21	HGNC:37773
SELENOKP1	HGNC:53724
ZNF607	HGNC:28192
LINC02571	HGNC:53630
MIR6891	HGNC:50243
PITRM1	HGNC:17663
RNU6-283P	HGNC:47246
FGFR3P1	HGNC:21664
UBR2	HGNC:21289
SF3A3P1	HGNC:16576
GFRA4	HGNC:13821
IPO11	HGNC:20628
SEPHS1P7	HGNC:42167
SH3GLB2	HGNC:10834
WDR87BP	HGNC:55125
MTND5P22	HGNC:42284
SAP30	HGNC:10532
INSYN1-AS1	HGNC:51422
RNF11P1	HGNC:33988
GCSIR	HGNC:54400
SMOX	HGNC:15862
WDR87	HGNC:29934
NIBAN1	HGNC:16784
SCRG1	HGNC:17036
ICE2	HGNC:29885
MARCHF4	HGNC:29269
HIRIP3	HGNC:4917
RNU6-890P	HGNC:47853
PRPH2	HGNC:9942
LINC02443	HGNC:53375
KIF18B-DT	HGNC:55300
C1QL1	HGNC:24182
MYRF-AS1	HGNC:24506
ATP6V0CP3	HGNC:40001
RN7SL718P	HGNC:46734
TBCC	HGNC:11580
LINC01970	HGNC:52796
RPL5P11	HGNC:35483
CYP2S1	HGNC:15654
LRRC4	HGNC:15586
RNU6-1096P	HGNC:48059
RN7SKP299	HGNC:46023
CD7	HGNC:1695
MAP7-AS1	HGNC:56045
HAND2	HGNC:4808
UBA52P7	HGNC:36615
MAP3K5-AS1	HGNC:40358
TMEM258	HGNC:1164
MTND4P3	HGNC:42190
PIWIL2-DT	HGNC:55522
LPGAT1-AS1	HGNC:41221
CNTN1	HGNC:2171
PIWIL2	HGNC:17644
RNA5SP219	HGNC:43119
LINC00607	HGNC:43944
MRPL42P4	HGNC:29713
MORF4	HGNC:15773
PEX7	HGNC:8860
RANP6	HGNC:39861
WDR82P2	HGNC:33513
NACAP5	HGNC:49492
RPL5P6	HGNC:35890
MED28-DT	HGNC:55567
LHX4	HGNC:21734
INO80E	HGNC:26905
NCAPG2	HGNC:21904
MED28	HGNC:24628
AXL	HGNC:905
MIR611	HGNC:32867
FEN1	HGNC:3650
FAM184B	HGNC:29235
OR10J5	HGNC:14993
SECTM1	HGNC:10707
LAMC2	HGNC:6493
LINC01433	HGNC:50746
FERMT1	HGNC:15889
FADS1	HGNC:3574
DPP10-AS3	HGNC:40939
LINC01803	HGNC:52595
IQCA1	HGNC:26195
DGKG	HGNC:2853
RPL7AP37	HGNC:36507
SLC35D3	HGNC:15621
DCAF16	HGNC:25987
RPL35AP3	HGNC:21117
PCDH12	HGNC:8657
NCAPG	HGNC:24304
TMCO6	HGNC:28814
INE1	HGNC:6060
NDUFB11	HGNC:20372
MIR3646	HGNC:38935
TEX19	HGNC:33802
HNF4A	HGNC:5024
CYCSP38	HGNC:24411
WDR93	HGNC:26924
NUP62CL	HGNC:25960
OGFOD3	HGNC:26174
GTF3C6P2	HGNC:55024
MYCLP1	HGNC:7556
RNY3P12	HGNC:50888
MARK2P9	HGNC:39800
DNAJA1P3	HGNC:39339
DNAAF6	HGNC:28570
IDE	HGNC:5381
DDX59-AS1	HGNC:41094
DOLPP1	HGNC:29565
DOC2A	HGNC:2985
CD58	HGNC:1688
C4orf46P2	HGNC:55883
KRT18P63	HGNC:48890
BOK-AS1	HGNC:35125
BRD8	HGNC:19874
CNGA3	HGNC:2150
NOCT	HGNC:14254
HSPE1P6	HGNC:49325
EEF1A1P14	HGNC:3197
ATP7A	HGNC:869
RPS29P4	HGNC:35908
RNU6-132P	HGNC:47095
MRPL15P1	HGNC:29697
RN7SL34P	HGNC:46050
GPA33	HGNC:4445
MESP2	HGNC:29659
MRPL57P7	HGNC:29690
CCDC97	HGNC:28289
KRT18P60	HGNC:48887
RN7SKP85	HGNC:45809
LINC02413	HGNC:53342
RNU6-531P	HGNC:47494
RN7SL382P	HGNC:46398
PPP1R14BP3	HGNC:16330
ANPEP	HGNC:500
RN7SL311P	HGNC:46327
SSH1	HGNC:30579
MIR599	HGNC:32855
RNU6-506P	HGNC:47469
MIR875	HGNC:33652
RNU6-1074P	HGNC:48037
RN7SL350P	HGNC:46366
MGARP	HGNC:29969
COX6C	HGNC:2285
TMEM91	HGNC:32393
NDUFC1	HGNC:7705
HEXD-IT1	HGNC:43650
NARF-AS1	HGNC:53622
NARF-IT1	HGNC:43651
XCL1	HGNC:10645
MIR4731	HGNC:41597
MTATP6P26	HGNC:52182
H3P9	HGNC:43801
RPRM	HGNC:24201
TEKT3	HGNC:14293
LINC02818	HGNC:54349
PKN3	HGNC:17999
LINC01633	HGNC:52420
SETP9	HGNC:42928
LINC02770	HGNC:54290
KCNJ10	HGNC:6256
KLHL6	HGNC:18653
LINC02775	HGNC:54294
RMDN1	HGNC:24285
NUF2	HGNC:14621
RNU6-799P	HGNC:47762
RN7SL792P	HGNC:46808
B9D2	HGNC:28636
NPAP1P2	HGNC:45019
CTSLP6	HGNC:23611
PGGT1BP2	HGNC:45112
BMS1P21	HGNC:51604
LINC01209	HGNC:49640
MBL1P	HGNC:6921
LINC01840	HGNC:40209
MIR1908	HGNC:35392
LINC00886	HGNC:48572
RNU6-1214P	HGNC:48177
PMP22	HGNC:9118
SFTPD	HGNC:10803
FADS3	HGNC:3576
RAB33B	HGNC:16075
HNRNPA1P24	HGNC:39542
PRDX3P4	HGNC:44643
BCKDHA	HGNC:986
METTL15P1	HGNC:31926
RN7SL560P	HGNC:46576
ADAMTS9	HGNC:13202
ZDHHC12	HGNC:19159
SFTPD-AS1	HGNC:51589
SLBP	HGNC:10904
DZANK1	HGNC:15858
ZNRF2P3	HGNC:45113
DPY19L2P5	HGNC:51620
C1DP3	HGNC:31661
C1DP2	HGNC:31660
C1DP4	HGNC:38028
ZNF783	HGNC:27222
TMEM254-AS1	HGNC:27340
MAPKAPK5	HGNC:6889
TMEM254	HGNC:25804
AP3S2	HGNC:571
EFCAB10	HGNC:34531
ZER1	HGNC:30960
CLEC2L	HGNC:21969
PPP4C	HGNC:9319
ERICH4	HGNC:34497
SIGLEC8	HGNC:10877
LINC03008	HGNC:56133
TBC1D13	HGNC:25571
TMEM129	HGNC:25137
ARL1	HGNC:692
GIMAP6	HGNC:21918
SIGLEC12	HGNC:15482
NTAN1P2	HGNC:45262
SLC2A3P4	HGNC:31076
CPNE3	HGNC:2316
RPL22P18	HGNC:36232
PLAC9	HGNC:19255
ARPIN-AP3S2	HGNC:38824
LETM1	HGNC:6556
MIR6746	HGNC:49925
RAB3IL1	HGNC:9780
MACROH2A2	HGNC:14453
SIGLEC27P	HGNC:15617
TUBB8P9	HGNC:42347
SLC35F5	HGNC:23617
SIGLEC6	HGNC:10875
MIR5094	HGNC:43519
MIR5009	HGNC:43458
RNU6-1111P	HGNC:48074
MFSD4A	HGNC:25433
ARPIN	HGNC:28782
PRELID2P1	HGNC:43892
TMEM132D-AS2	HGNC:53324
AP4S1	HGNC:575
CD38	HGNC:1667
RFC5	HGNC:9973
MCTS2	HGNC:49760
ADNP	HGNC:15766
RNU7-111P	HGNC:45645
ANXA2	HGNC:537
ENDOG	HGNC:3346
MAGEA5P	HGNC:6803
GJA6P	HGNC:32542
RS1	HGNC:10457
RNU6-1243P	HGNC:48206
MYRF	HGNC:1181
NPFFR1	HGNC:17425
SPOUT1	HGNC:26933
PPEF1-AS1	HGNC:40463
BLOC1S6P1	HGNC:54899
HAUS1P2	HGNC:43761
PHKA2-AS1	HGNC:44110
PHKA2	HGNC:8926
LINC02668	HGNC:54154
YPEL3	HGNC:18327
TBX19	HGNC:11596
ITGB1	HGNC:6153
B3GNT5	HGNC:15684
C6orf223	HGNC:28692
